movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb,id
mr. peabody & sherman,RobMinkoff,TyBurrell,ZachCallison,KaranBrar,Adventure  Animation  Comedy  Family  Sci-Fi,TyBurrell ZachCallison KaranBrar RobMinkoff Adventure  Animation  Comedy  Family  Sci-Fi,
troy,WolfgangPetersen,BradPitt,OrlandoBloom,JulianGlover,Adventure,BradPitt OrlandoBloom JulianGlover WolfgangPetersen Adventure,
madagascar 3: europe's most wanted,EricDarnell,JadaPinkettSmith,MartinShort,CedrictheEntertainer,Adventure  Animation  Comedy  Family,JadaPinkettSmith MartinShort CedrictheEntertainer EricDarnell Adventure  Animation  Comedy  Family,
die another day,LeeTamahori,TobyStephens,ColinSalmon,RickYune,Action  Adventure  Thriller,TobyStephens ColinSalmon RickYune LeeTamahori Action  Adventure  Thriller,
armageddon,MichaelBay,BruceWillis,SteveBuscemi,WillPatton,Action  Adventure  Sci-Fi  Thriller,BruceWillis SteveBuscemi WillPatton MichaelBay Action  Adventure  Sci-Fi  Thriller,
men in black ii,BarrySonnenfeld,WillSmith,RosarioDawson,RipTorn,Action  Adventure  Comedy  Family  Fantasy  Mystery  Sci-Fi,WillSmith RosarioDawson RipTorn BarrySonnenfeld Action  Adventure  Comedy  Family  Fantasy  Mystery  Sci-Fi,
beowulf,RobertZemeckis,RobinWright,AnthonyHopkins,SebastianRoché,Action  Adventure  Animation  Fantasy,RobinWright AnthonyHopkins SebastianRoché RobertZemeckis Action  Adventure  Animation  Fantasy,
kung fu panda 3,AlessandroCarloni,J.K.Simmons,AngelinaJoliePitt,WayneKnight,Action  Adventure  Animation  Comedy  Family,J.K.Simmons AngelinaJoliePitt WayneKnight AlessandroCarloni Action  Adventure  Animation  Comedy  Family,
mission: impossible - ghost protocol,BradBird,TomCruise,JeremyRenner,MichaelNyqvist,Action  Adventure  Thriller,TomCruise JeremyRenner MichaelNyqvist BradBird Action  Adventure  Thriller,
rise of the guardians,PeterRamsey,HughJackman,KamilMcFadden,KhamaniGriffin,Adventure  Animation  Family  Fantasy,HughJackman KamilMcFadden KhamaniGriffin PeterRamsey Adventure  Animation  Family  Fantasy,
fun with dick and jane,DeanParisot,JohnMichaelHiggins,RichardBurgi,DavidHerman,Comedy  Crime,JohnMichaelHiggins RichardBurgi DavidHerman DeanParisot Comedy  Crime,
the last samurai,EdwardZwick,TomCruise,TonyGoldwyn,ChadLindberg,Action  Drama  History  War,TomCruise TonyGoldwyn ChadLindberg EdwardZwick Action  Drama  History  War,
star trek,J.J.Abrams,ChrisHemsworth,LeonardNimoy,BruceGreenwood,Action  Adventure  Sci-Fi,ChrisHemsworth LeonardNimoy BruceGreenwood J.J.Abrams Action  Adventure  Sci-Fi,
spider-man,SamRaimi,J.K.Simmons,JamesFranco,KirstenDunst,Action  Adventure  Fantasy  Romance,J.K.Simmons JamesFranco KirstenDunst SamRaimi Action  Adventure  Fantasy  Romance,
how to train your dragon 2,DeanDeBlois,GerardButler,DjimonHounsou,AmericaFerrera,Action  Adventure  Animation  Comedy  Family  Fantasy,GerardButler DjimonHounsou AmericaFerrera DeanDeBlois Action  Adventure  Animation  Comedy  Family  Fantasy,
gods of egypt,AlexProyas,GerardButler,ElodieYung,BryanBrown,Action  Adventure  Fantasy,GerardButler ElodieYung BryanBrown AlexProyas Action  Adventure  Fantasy,
stealth,RobCohen,SamShepard,JoeMorton,RichardRoxburgh,Action  Adventure  Sci-Fi  Thriller,SamShepard JoeMorton RichardRoxburgh RobCohen Action  Adventure  Sci-Fi  Thriller,
watchmen,ZackSnyder,MattFrewer,BillyCrudup,StephenMcHattie,Action  Drama  Mystery  Sci-Fi,MattFrewer BillyCrudup StephenMcHattie ZackSnyder Action  Drama  Mystery  Sci-Fi,
lethal weapon 4,RichardDonner,JetLi,ReneRusso,DarleneLove,Action  Crime  Thriller,JetLi ReneRusso DarleneLove RichardDonner Action  Crime  Thriller,
hulk,AngLee,KevinRankin,RegiDavis,CeliaWeston,Action  Sci-Fi,KevinRankin RegiDavis CeliaWeston AngLee Action  Sci-Fi,
g.i. joe: retaliation,JonM.Chu,ChanningTatum,DwayneJohnson,ElodieYung,Action  Adventure  Sci-Fi  Thriller,ChanningTatum DwayneJohnson ElodieYung JonM.Chu Action  Adventure  Sci-Fi  Thriller,
final fantasy: the spirits within,HironobuSakaguchi,SteveBuscemi,Ming-NaWen,JeanSimmons,Action  Adventure  Animation  Fantasy  Romance  Sci-Fi,SteveBuscemi Ming-NaWen JeanSimmons HironobuSakaguchi Action  Adventure  Animation  Fantasy  Romance  Sci-Fi,
captain america: the first avenger,JoeJohnston,ChrisEvans,DominicCooper,HayleyAtwell,Action  Adventure  Sci-Fi,ChrisEvans DominicCooper HayleyAtwell JoeJohnston Action  Adventure  Sci-Fi,
the world is not enough,MichaelApted,ColinSalmon,MariaGraziaCucinotta,DesmondLlewelyn,Action  Adventure  Thriller,ColinSalmon MariaGraziaCucinotta DesmondLlewelyn MichaelApted Action  Adventure  Thriller,
master and commander: the far side of the world,PeterWeir,JamesD'Arcy,LeeIngleby,DavidThrelfall,Action  Adventure  Drama  History  War,JamesD'Arcy LeeIngleby DavidThrelfall PeterWeir Action  Adventure  Drama  History  War,
happy feet 2,GeorgeMiller,RobinWilliams,BradPitt,Common,Animation  Comedy  Family  Musical,RobinWilliams BradPitt Common GeorgeMiller Animation  Comedy  Family  Musical,
the incredible hulk,LouisLeterrier,TyBurrell,PeterMensah,WilliamHurt,Action  Adventure  Sci-Fi,TyBurrell PeterMensah WilliamHurt LouisLeterrier Action  Adventure  Sci-Fi,
miami vice            ,unknown,DonJohnson,PhilipMichaelThomas,JohnDiehl,Action  Crime  Drama  Mystery  Thriller,DonJohnson PhilipMichaelThomas JohnDiehl unknown Action  Crime  Drama  Mystery  Thriller,
the bfg,StevenSpielberg,MarkRylance,PenelopeWilton,RafeSpall,Adventure  Family  Fantasy,MarkRylance PenelopeWilton RafeSpall StevenSpielberg Adventure  Family  Fantasy,
the revenant,AlejandroG.Iñárritu,LeonardoDiCaprio,TomHardy,LukasHaas,Adventure  Drama  Thriller  Western,LeonardoDiCaprio TomHardy LukasHaas AlejandroG.Iñárritu Adventure  Drama  Thriller  Western,
turbo,DavidSoren,RyanReynolds,SnoopDogg,BenSchwartz,Adventure  Animation  Comedy  Family  Sport,RyanReynolds SnoopDogg BenSchwartz DavidSoren Adventure  Animation  Comedy  Family  Sport,
rango,GoreVerbinski,JohnnyDepp,RayWinstone,StephenRoot,Adventure  Animation  Comedy  Family  Western,JohnnyDepp RayWinstone StephenRoot GoreVerbinski Adventure  Animation  Comedy  Family  Western,
penguins of madagascar,EricDarnell,BenedictCumberbatch,AnnetMahendru,AndyRichter,Adventure  Animation  Comedy  Family,BenedictCumberbatch AnnetMahendru AndyRichter EricDarnell Adventure  Animation  Comedy  Family,
the bourne ultimatum,PaulGreengrass,MattDamon,EdgarRamírez,AlbertFinney,Action  Mystery  Thriller,MattDamon EdgarRamírez AlbertFinney PaulGreengrass Action  Mystery  Thriller,
kung fu panda,MarkOsborne,AngelinaJoliePitt,WayneKnight,DanFogler,Action  Adventure  Animation  Comedy  Family,AngelinaJoliePitt WayneKnight DanFogler MarkOsborne Action  Adventure  Animation  Comedy  Family,
ant-man,PeytonReed,JudyGreer,HayleyAtwell,T.I.,Action  Adventure  Comedy  Sci-Fi,JudyGreer HayleyAtwell T.I. PeytonReed Action  Adventure  Comedy  Sci-Fi,
the hunger games: catching fire,FrancisLawrence,JenniferLawrence,JoshHutcherson,SandraEllisLafferty,Adventure  Sci-Fi  Thriller,JenniferLawrence JoshHutcherson SandraEllisLafferty FrancisLawrence Adventure  Sci-Fi  Thriller,
the twilight saga: breaking dawn - part 2,BillCondon,RobertPattinson,KristenStewart,TaylorLautner,Adventure  Drama  Fantasy  Romance,RobertPattinson KristenStewart TaylorLautner BillCondon Adventure  Drama  Fantasy  Romance,
war of the worlds,StevenSpielberg,TomCruise,LisaAnnWalter,RickGonzalez,Adventure  Sci-Fi  Thriller,TomCruise LisaAnnWalter RickGonzalez StevenSpielberg Adventure  Sci-Fi  Thriller,
bad boys ii,MichaelBay,WillSmith,HenryRollins,JordiMollà,Action  Comedy  Crime  Thriller,WillSmith HenryRollins JordiMollà MichaelBay Action  Comedy  Crime  Thriller,
puss in boots,ChrisMiller,SalmaHayek,ConstanceMarie,AmySedaris,Action  Adventure  Animation  Comedy  Family  Fantasy,SalmaHayek ConstanceMarie AmySedaris ChrisMiller Action  Adventure  Animation  Comedy  Family  Fantasy,
salt,PhillipNoyce,AngelinaJoliePitt,AndreBraugher,AugustDiehl,Action  Crime  Mystery  Thriller,AngelinaJoliePitt AndreBraugher AugustDiehl PhillipNoyce Action  Crime  Mystery  Thriller,
noah,DarrenAronofsky,AnthonyHopkins,EmmaWatson,LoganLerman,Action  Adventure  Drama,AnthonyHopkins EmmaWatson LoganLerman DarrenAronofsky Action  Adventure  Drama,
the adventures of tintin,StevenSpielberg,TobyJones,MackenzieCrook,TonyCurran,Action  Adventure  Family  Mystery,TobyJones MackenzieCrook TonyCurran StevenSpielberg Action  Adventure  Family  Mystery,
harry potter and the prisoner of azkaban,AlfonsoCuarón,DanielRadcliffe,GaryOldman,RupertGrint,Adventure  Family  Fantasy  Mystery,DanielRadcliffe GaryOldman RupertGrint AlfonsoCuarón Adventure  Family  Fantasy  Mystery,
australia,BazLuhrmann,EssieDavis,BryanBrown,EddieBaroo,Adventure  Drama  Romance  War,EssieDavis BryanBrown EddieBaroo BazLuhrmann Adventure  Drama  Romance  War,
after earth,M.NightShyamalan,WillSmith,ZoëKravitz,GlennMorshower,Action  Adventure  Sci-Fi,WillSmith ZoëKravitz GlennMorshower M.NightShyamalan Action  Adventure  Sci-Fi,
dinosaur,EricLeighton,AlfreWoodard,D.B.Sweeney,DellaReese,Adventure  Animation  Family  Thriller,AlfreWoodard D.B.Sweeney DellaReese EricLeighton Adventure  Animation  Family  Thriller,
harry potter and the deathly hallows: part ii,MattBirch,RupertGrint,DaveLegeno,RalphIneson,Action  Fantasy,RupertGrint DaveLegeno RalphIneson MattBirch Action  Fantasy,
night at the museum: secret of the tomb,ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,Adventure  Comedy  Family  Fantasy,RobinWilliams RamiMalek SteveCoogan ShawnLevy Adventure  Comedy  Family  Fantasy,
megamind,TomMcGrath,J.K.Simmons,BradPitt,WillFerrell,Action  Animation  Comedy  Family  Sci-Fi,J.K.Simmons BradPitt WillFerrell TomMcGrath Action  Animation  Comedy  Family  Sci-Fi,
harry potter and the sorcerer's stone,ChrisColumbus,DanielRadcliffe,FionaShaw,VerneTroyer,Adventure  Family  Fantasy,DanielRadcliffe FionaShaw VerneTroyer ChrisColumbus Adventure  Family  Fantasy,
r.i.p.d.,RobertSchwentke,RyanReynolds,JeffBridges,StephanieSzostak,Action  Comedy  Fantasy,RyanReynolds JeffBridges StephanieSzostak RobertSchwentke Action  Comedy  Fantasy,
godzilla resurgence,HideakiAnno,MarkChinnery,Shin'yaTsukamoto,AtsukoMaeda,Action  Adventure  Drama  Horror  Sci-Fi,MarkChinnery Shin'yaTsukamoto AtsukoMaeda HideakiAnno Action  Adventure  Drama  Horror  Sci-Fi,
pirates of the caribbean: the curse of the black pearl,GoreVerbinski,JohnnyDepp,OrlandoBloom,JackDavenport,Action  Adventure  Fantasy,JohnnyDepp OrlandoBloom JackDavenport GoreVerbinski Action  Adventure  Fantasy,
harry potter and the deathly hallows: part i,MattBirch,RupertGrint,TobyJones,AlfredEnoch,Fantasy,RupertGrint TobyJones AlfredEnoch MattBirch Fantasy,
the hunger games: mockingjay - part 1,FrancisLawrence,JenniferLawrence,PhilipSeymourHoffman,JoshHutcherson,Adventure  Sci-Fi  Thriller,JenniferLawrence PhilipSeymourHoffman JoshHutcherson FrancisLawrence Adventure  Sci-Fi  Thriller,
the da vinci code,RonHoward,TomHanks,SethGabel,JürgenProchnow,Mystery  Thriller,TomHanks SethGabel JürgenProchnow RonHoward Mystery  Thriller,
rio 2,CarlosSaldanha,MiguelFerrer,RachelCrow,JeffreyGarcia,Adventure  Animation  Comedy  Family  Musical,MiguelFerrer RachelCrow JeffreyGarcia CarlosSaldanha Adventure  Animation  Comedy  Family  Musical,
x-men 2,BryanSinger,HughJackman,BruceDavison,AaronStanford,Action  Adventure  Fantasy  Sci-Fi  Thriller,HughJackman BruceDavison AaronStanford BryanSinger Action  Adventure  Fantasy  Sci-Fi  Thriller,
fast five,JustinLin,PaulWalker,VinDiesel,DwayneJohnson,Action  Crime  Thriller,PaulWalker VinDiesel DwayneJohnson JustinLin Action  Crime  Thriller,
sherlock holmes: a game of shadows,GuyRitchie,RobertDowneyJr.,EddieMarsan,PaulAnderson,Action  Adventure  Crime  Mystery  Thriller,RobertDowneyJr. EddieMarsan PaulAnderson GuyRitchie Action  Adventure  Crime  Mystery  Thriller,
the 13th warrior,JohnMcTiernan,TonyCurran,VladimirKulich,CliveRussell,Action  Adventure  History,TonyCurran VladimirKulich CliveRussell JohnMcTiernan Action  Adventure  History,
the bourne legacy,TonyGilroy,JeremyRenner,ScottGlenn,StacyKeach,Action  Adventure  Thriller,JeremyRenner ScottGlenn StacyKeach TonyGilroy Action  Adventure  Thriller,
batman & robin,JoelSchumacher,MichaelGough,VivicaA.Fox,JohnGlover,Action,MichaelGough VivicaA.Fox JohnGlover JoelSchumacher Action,
how the grinch stole christmas,RonHoward,ClintHoward,T.J.Thyne,MollyShannon,Comedy  Family  Fantasy,ClintHoward T.J.Thyne MollyShannon RonHoward Comedy  Family  Fantasy,
the day after tomorrow,RolandEmmerich,JakeGyllenhaal,DennisQuaid,SelaWard,Action  Adventure  Sci-Fi  Thriller,JakeGyllenhaal DennisQuaid SelaWard RolandEmmerich Action  Adventure  Sci-Fi  Thriller,
mission: impossible ii,JohnWoo,TomCruise,DougrayScott,RichardRoxburgh,Action  Adventure  Thriller,TomCruise DougrayScott RichardRoxburgh JohnWoo Action  Adventure  Thriller,
the perfect storm,WolfgangPetersen,KarenAllen,MaryElizabethMastrantonio,BobGunton,Action  Adventure  Drama  Thriller,KarenAllen MaryElizabethMastrantonio BobGunton WolfgangPetersen Action  Adventure  Drama  Thriller,
fantastic 4: rise of the silver surfer,TimStory,ChrisEvans,IoanGruffudd,AndreBraugher,Action  Adventure  Sci-Fi  Thriller,ChrisEvans IoanGruffudd AndreBraugher TimStory Action  Adventure  Sci-Fi  Thriller,
life of pi,AngLee,SurajSharma,RafeSpall,Tabu,Adventure  Drama  Fantasy,SurajSharma RafeSpall Tabu AngLee Adventure  Drama  Fantasy,
ghost rider,MarkStevenJohnson,NicolasCage,MattLong,PeterFonda,Action  Fantasy  Thriller,NicolasCage MattLong PeterFonda MarkStevenJohnson Action  Fantasy  Thriller,
jason bourne,PaulGreengrass,MattDamon,RizAhmed,AtoEssandoh,Action  Thriller,MattDamon RizAhmed AtoEssandoh PaulGreengrass Action  Thriller,
charlie's angels: full throttle,McG,DemiMoore,BernieMac,JustinTheroux,Action  Adventure  Comedy  Crime,DemiMoore BernieMac JustinTheroux McG Action  Adventure  Comedy  Crime,
prometheus,RidleyScott,MichaelFassbender,CharlizeTheron,SeanHarris,Adventure  Mystery  Sci-Fi,MichaelFassbender CharlizeTheron SeanHarris RidleyScott Adventure  Mystery  Sci-Fi,
stuart little 2,RobMinkoff,NathanLane,BradGarrett,MelanieGriffith,Adventure  Animation  Comedy  Family  Fantasy,NathanLane BradGarrett MelanieGriffith RobMinkoff Adventure  Animation  Comedy  Family  Fantasy,
elysium,NeillBlomkamp,MattDamon,SharltoCopley,AliceBraga,Action  Drama  Sci-Fi  Thriller,MattDamon SharltoCopley AliceBraga NeillBlomkamp Action  Drama  Sci-Fi  Thriller,
the chronicles of riddick,DavidTwohy,VinDiesel,AlexaDavalos,ChristinaCox,Action  Adventure  Sci-Fi  Thriller,VinDiesel AlexaDavalos ChristinaCox DavidTwohy Action  Adventure  Sci-Fi  Thriller,
speed racer,LanaWachowski,ScottPorter,KickGurry,NicholasElia,Action  Family  Sport,ScottPorter KickGurry NicholasElia LanaWachowski Action  Family  Sport,
how do you know,JamesL.Brooks,ShelleyConn,DomenickLombardozzi,TeyonahParris,Comedy  Drama  Romance,ShelleyConn DomenickLombardozzi TeyonahParris JamesL.Brooks Comedy  Drama  Romance,
knight and day,JamesMangold,TomCruise,MarcBlucas,JordiMollà,Action  Comedy  Romance,TomCruise MarcBlucas JordiMollà JamesMangold Action  Comedy  Romance,
oblivion,JosephKosinski,MorganFreeman,TomCruise,ZoëBell,Action  Adventure  Mystery  Sci-Fi,MorganFreeman TomCruise ZoëBell JosephKosinski Action  Adventure  Mystery  Sci-Fi,
star wars: episode iii - revenge of the sith,GeorgeLucas,NataliePortman,ChristopherLee,HaydenChristensen,Action  Adventure  Fantasy  Sci-Fi,NataliePortman ChristopherLee HaydenChristensen GeorgeLucas Action  Adventure  Fantasy  Sci-Fi,
star wars: episode ii - attack of the clones,GeorgeLucas,NataliePortman,ChristopherLee,HaydenChristensen,Action  Adventure  Fantasy  Sci-Fi,NataliePortman ChristopherLee HaydenChristensen GeorgeLucas Action  Adventure  Fantasy  Sci-Fi,
"monsters, inc.",PeteDocter,SteveBuscemi,JohnRatzenberger,JamesCoburn,Adventure  Animation  Comedy  Family  Fantasy,SteveBuscemi JohnRatzenberger JamesCoburn PeteDocter Adventure  Animation  Comedy  Family  Fantasy,
the wolverine,JamesMangold,HughJackman,TaoOkamoto,RilaFukushima,Action  Adventure  Sci-Fi  Thriller,HughJackman TaoOkamoto RilaFukushima JamesMangold Action  Adventure  Sci-Fi  Thriller,
star wars: episode i - the phantom menace,GeorgeLucas,NataliePortman,LiamNeeson,IanMcDiarmid,Action  Adventure  Fantasy  Sci-Fi,NataliePortman LiamNeeson IanMcDiarmid GeorgeLucas Action  Adventure  Fantasy  Sci-Fi,
the croods,KirkDeMicco,RyanReynolds,EmmaStone,NicolasCage,Adventure  Animation  Comedy  Family  Fantasy,RyanReynolds EmmaStone NicolasCage KirkDeMicco Adventure  Animation  Comedy  Family  Fantasy,
asterix at the olympic games,FrédéricForestier,AlainDelon,SantiagoSegura,VanessaHessler,Adventure  Comedy  Family  Fantasy,AlainDelon SantiagoSegura VanessaHessler FrédéricForestier Adventure  Comedy  Family  Fantasy,
windtalkers,JohnWoo,NicolasCage,RogerWillie,NoahEmmerich,Action  Drama  War,NicolasCage RogerWillie NoahEmmerich JohnWoo Action  Drama  War,
the huntsman: winter's war,CedricNicolas-Troyan,ChrisHemsworth,SamClaflin,CharlizeTheron,Action  Adventure  Drama  Fantasy,ChrisHemsworth SamClaflin CharlizeTheron CedricNicolas-Troyan Action  Adventure  Drama  Fantasy,
gravity,AlfonsoCuarón,PhaldutSharma,BasherSavage,AmyWarren,Adventure  Drama  Sci-Fi  Thriller,PhaldutSharma BasherSavage AmyWarren AlfonsoCuarón Adventure  Drama  Sci-Fi  Thriller,
dante's peak,RogerDonaldson,JamieRenéeSmith,GrantHeslov,TziMa,Action  Adventure  Thriller,JamieRenéeSmith GrantHeslov TziMa RogerDonaldson Action  Adventure  Thriller,
teenage mutant ninja turtles: out of the shadows,DaveGreen,StephenAmell,NoelFisher,BradGarrett,Action  Adventure  Comedy  Sci-Fi,StephenAmell NoelFisher BradGarrett DaveGreen Action  Adventure  Comedy  Sci-Fi,
night at the museum,ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,Action  Adventure  Comedy  Family  Fantasy,RobinWilliams RamiMalek SteveCoogan ShawnLevy Action  Adventure  Comedy  Family  Fantasy,
san andreas,BradPeyton,DwayneJohnson,IoanGruffudd,ArchiePanjabi,Action  Adventure  Drama  Thriller,DwayneJohnson IoanGruffudd ArchiePanjabi BradPeyton Action  Adventure  Drama  Thriller,
tomorrow never dies,RogerSpottiswoode,VincentSchiavelli,ColinSalmon,JoeDonBaker,Action  Adventure  Thriller,VincentSchiavelli ColinSalmon JoeDonBaker RogerSpottiswoode Action  Adventure  Thriller,
the patriot,RolandEmmerich,HeathLedger,AdamBaldwin,TomWilkinson,Action  Drama  History  War,HeathLedger AdamBaldwin TomWilkinson RolandEmmerich Action  Drama  History  War,
ocean's twelve,StevenSoderbergh,BradPitt,JuliaRoberts,MiniAnden,Crime  Thriller,BradPitt JuliaRoberts MiniAnden StevenSoderbergh Crime  Thriller,
mr. & mrs. smith,DougLiman,BradPitt,AngelinaJoliePitt,StephanieMarch,Action  Comedy  Crime  Romance  Thriller,BradPitt AngelinaJoliePitt StephanieMarch DougLiman Action  Comedy  Crime  Romance  Thriller,
insurgent,RobertSchwentke,KateWinslet,TheoJames,MekhiPhifer,Adventure  Sci-Fi  Thriller,KateWinslet TheoJames MekhiPhifer RobertSchwentke Adventure  Sci-Fi  Thriller,
the aviator,MartinScorsese,LeonardoDiCaprio,AdamScott,FrancesConroy,Biography  Drama,LeonardoDiCaprio AdamScott FrancesConroy MartinScorsese Biography  Drama,
gulliver's travels,RobLetterman,JamesCorden,CatherineTate,OllyAlexander,Adventure  Comedy  Family  Fantasy,JamesCorden CatherineTate OllyAlexander RobLetterman Adventure  Comedy  Family  Fantasy,
the green hornet,MichelGondry,ChristophWaltz,TomWilkinson,ChadL.Coleman,Action  Comedy  Crime  Sci-Fi  Thriller,ChristophWaltz TomWilkinson ChadL.Coleman MichelGondry Action  Comedy  Crime  Sci-Fi  Thriller,
the a-team            ,unknown,GeorgePeppard,DirkBenedict,DwightSchultz,Action  Adventure  Crime,GeorgePeppard DirkBenedict DwightSchultz unknown Action  Adventure  Crime,
300: rise of an empire,NoamMurro,EvaGreen,SullivanStapleton,PeterMensah,Action  Drama  Fantasy  War,EvaGreen SullivanStapleton PeterMensah NoamMurro Action  Drama  Fantasy  War,
